,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
422,121 applicants,EXTERNAL,https://grnh.se/52d006298us,,14998.0,"CompuNet, Inc.",https://www.linkedin.com/company/compunet?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4095620543,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-compunet-inc-4095620543?trk=public_jobs_topcard-title,"Salt Lake City, UT",4 days ago,,,2024-12-13,,"Technology, Information and Internet",Business Intelligence Analyst,"Research, Analyst, and Information Technology",,,,,,,False,"['Business Intelligence', 'Power BI', 'SQL', 'ETL', 'data modeling', 'data transformation', 'visual reports', 'dashboards', 'KPI scorecards', 'sales', 'billing', 'customer service']"
423,Over 200 applicants,EXTERNAL,https://recruiting.ultipro.com/WEL1008WLLT/JobBoard/30969ce4-3b7e-40a6-b86c-34d3616fe0ed/OpportunityDetail?opportunityId=4e10bc1b-d375-4558-8613-61d4c4fa3b07&source=LinkedIn&utm_source=LINKEDIN,,58991.0,Welltower™ Inc. (NYSE:WELL),https://www.linkedin.com/company/welltower?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,3912068517,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-welltower%E2%84%A2-inc-nyse-well-3912068517?trk=public_jobs_topcard-title,"Dallas, TX",5 days ago,,,2024-12-11,,Real Estate,Business Intelligence Analyst,"Research, Analyst, and Information Technology",2.0,,,,,BS,True,"['Power BI', 'data visualization', 'data modeling', 'data analysis', 'statistical analysis', 'stakeholder management', 'documentation', 'training']"
424,Over 200 applicants,EXTERNAL,https://careers.adobe.com/us/en/job/ADOBUSR149386EXTERNALENUS/2025-Intern-Data-Scientist?utm_medium=phenom-feeds&source=LinkedIn&utm_source=linkedin,,1480.0,Adobe,https://www.linkedin.com/company/adobe?trk=public_jobs_topcard-org-name,Full-time,Internship,4077294443,https://www.linkedin.com/jobs/view/2025-intern-data-scientist-at-adobe-4077294443?trk=public_jobs_topcard-title,"Seattle, WA",6 days ago,,,2024-12-10,$45.00/hr - $61.00/hr,"Advertising Services, IT Services and IT Consulting, and Software Development",2025 Intern - Data Scientist,Engineering and Information Technology,,45.0,61.0,,,BS/MS,False,"['SQL', 'statistics', 'data visualization', 'business analysis']"
425,Over 200 applicants,EXTERNAL,https://jobs.lever.co/matchgroup/9754dfd9-989c-42b5-99c3-febbb8a7e9e1/apply?lever-source=LinkedIn&lever-origin=applied&lever-source%255B%255D=LinkedIn%2520FR&lever-source=LinkedIn,,3517767.0,Tinder,https://www.linkedin.com/company/tinder-incorporated?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4095474448,https://www.linkedin.com/jobs/view/data-scientist-i-revenue-at-tinder-4095474448?trk=public_jobs_topcard-title,"West Hollywood, CA",6 days ago,,,2024-12-10,"$96,000.00/yr - $120,000.00/yr",Software Development,Data Scientist I (Revenue),Engineering and Information Technology,1.0,,,,,BS/MS/PHD,False,"['SQL', 'statistical modeling', 'causal inference', 'experimentation', 'Python', 'R', 'data visualization']"
426,109 applicants,EXTERNAL,https://grnh.se/23e8a8538us,,14998.0,"CompuNet, Inc.",https://www.linkedin.com/company/compunet?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4095618608,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-compunet-inc-4095618608?trk=public_jobs_topcard-title,"Boise, ID",4 days ago,,,2024-12-13,,"Technology, Information and Internet",Business Intelligence Analyst,"Research, Analyst, and Information Technology",,,,,,,False,"['Business Intelligence', 'reporting solutions', 'data modeling', 'data transformation', 'SQL', 'ETL', 'visual reports', 'dashboards', 'KPI scorecards', 'customer service']"
427,Over 200 applicants,EXTERNAL,https://www.amazon.jobs/jobs/2852439/jr-data-scientist-san-diego-?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid,,1586.0,Amazon,https://www.linkedin.com/company/amazon?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4099721675,https://www.linkedin.com/jobs/view/jr-data-scientist-san-diego-at-amazon-4099721675?trk=public_jobs_topcard-title,"San Diego, CA",3 days ago,,,2024-12-13,,Software Development,Jr. Data Scientist- San Diego,Engineering and Information Technology,,16.0,75.0,,,MS,False,"['data science', 'analytics', 'machine learning', 'SQL', 'Excel', 'problem solving']"
428,Over 200 applicants,EXTERNAL,https://accuray.wd5.myworkdayjobs.com/External/job/Madison-WI/Data-Analytics-Intern_2694?source=LinkedIn,,10427.0,Accuray,https://www.linkedin.com/company/accuray?trk=public_jobs_topcard-org-name,Full-time,Internship,4062725968,https://www.linkedin.com/jobs/view/data-analytics-intern-at-accuray-4062725968?trk=public_jobs_topcard-title,"Madison, WI",3 days ago,,,2024-12-13,,Medical Equipment Manufacturing,Data Analytics Intern,Information Technology,,,,,,,False,[]
429,Over 200 applicants,EXTERNAL,https://jobs.ashbyhq.com/vendelux/2e56211f-d1eb-4242-af4b-76b5c8ba7759?ashby_jid=2e56211f-d1eb-4242-af4b-76b5c8ba7759,"Medical insurance
Dental insurance
Vision insurance
401(k)
Paid maternity leave
Paid paternity leave
Commuter benefits
Disability insurance",78685992.0,Vendelux,https://www.linkedin.com/company/vendelux?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4002126204,https://www.linkedin.com/jobs/view/lead-data-analyst-at-vendelux-4002126204?trk=public_jobs_topcard-title,"New York, United States",5 days ago,Charlie Bentivenga,https://www.linkedin.com/in/charliebentivenga,2024-12-11,,"Technology, Information and Media",Lead Data Analyst,Information Technology,5.0,,,,,BS,,"['data analytics', 'business intelligence', 'marketing analytics', 'product analytics', 'strategy', 'operations', 'analytical tools', 'SQL', 'Excel', 'Tableau', 'data visualization', 'statistical analysis', 'predictive modeling', 'data model optimization']"
430,Over 200 applicants,EXTERNAL,https://careersautomotive.com/job/Fountain-Valley-Intern%2C-Data-Analytics-&-Performance-Optimization-CA-92708/1236004900/,,235938.0,Hyundai Motor America,https://www.linkedin.com/company/hyundai-motor-america?trk=public_jobs_topcard-org-name,Full-time,Internship,4083593216,https://www.linkedin.com/jobs/view/intern-data-analytics-performance-optimization-at-hyundai-motor-america-4083593216?trk=public_jobs_topcard-title,"Fountain Valley, CA",2 days ago,,,2024-12-14,,Motor Vehicle Manufacturing,"Intern, Data Analytics & Performance Optimization",Information Technology,,25.0,,,,MBA,False,"['analytical skills', 'communication', 'organizational skills', 'teamwork', 'multi-tasking', 'Excel', 'PowerPoint', 'Word', 'data analytics', 'data visualization']"
431,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-governance-analyst-at-binarybees-consulting-4089972422?trk=public_jobs_topcard-title,,98823034.0,BinaryBees Consulting,https://in.linkedin.com/company/binarybeesconsulting?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4089972422,https://www.linkedin.com/jobs/view/data-governance-analyst-at-binarybees-consulting-4089972422?trk=public_jobs_topcard-title,"Johnston, IA",4 days ago,Zakiul Hassan,https://in.linkedin.com/in/zakiul-hassan,2024-12-12,,"Staffing and Recruiting, Agriculture, Construction, Mining Machinery Manufacturing, and Manufacturing",Data Governance Analyst,"Management, Information Technology, and Project Management",3.0,,,,,BS,True,"['data governance', 'data management', 'data quality', 'metadata management', 'data privacy', 'stakeholder management', 'change management']"
432,116 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/aml-data-analyst-at-insight-global-4102074976?trk=public_jobs_topcard-title,"Dental insurance
Medical insurance
Vision insurance
401(k)",11056.0,Insight Global,https://www.linkedin.com/company/insight-global?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4102074976,https://www.linkedin.com/jobs/view/aml-data-analyst-at-insight-global-4102074976?trk=public_jobs_topcard-title,"Jacksonville, FL",9 hours ago,Reile Meyer,https://www.linkedin.com/in/reile-meyer-825b8b22b,2024-12-17,,Data Infrastructure and Analytics,AML Data Analyst,Analyst,2.0,,,,,,False,"['data', 'SQL', 'AML', 'Fraud', 'Risk', 'KYC', 'Financial Crimes', 'analytical', 'problem-solving', 'communication', 'collaboration']"
433,117 applicants,EXTERNAL,https://kmkp.wd1.myworkdayjobs.com/KACECareers/job/Washington-DC/Data-Analyst_R-2401265?source=Linkedin,,70896556.0,KACE Company,https://www.linkedin.com/company/kace-company?trk=public_jobs_topcard-org-name,Full-time,Entry level,4102790212,https://www.linkedin.com/jobs/view/data-analyst-at-kace-company-4102790212?trk=public_jobs_topcard-title,"Washington, DC",8 hours ago,,,2024-12-17,,Business Consulting and Services,Data Analyst,Information Technology,1.0,,,,,BS,False,"['data entry', 'Microsoft Office', 'organizational skills', 'communication skills', 'analytical skills', 'problem-solving skills', 'attention to detail', 'quality control']"
434,43 applicants,EXTERNAL,https://boards.greenhouse.io/materialbank/jobs/6299314003,,11553382.0,Material Bank®,https://www.linkedin.com/company/materialbank?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101217821,https://www.linkedin.com/jobs/view/material-data-analyst-at-material-bank%C2%AE-4101217821?trk=public_jobs_topcard-title,"New York, NY",9 hours ago,,,2024-12-17,,Design Services,Material Data Analyst,Information Technology,5.0,,,,,BS,True,"['data management', 'data analysis', 'product management', 'technical attributes', 'communication', 'collaboration', 'problem-solving', 'organizational abilities']"
435,54 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/project-market-data-analyst-ii-at-infosoft-inc-4101272492?trk=public_jobs_topcard-title,,570101.0,"Infosoft, Inc.",https://www.linkedin.com/company/infosoft-inc.?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101272492,https://www.linkedin.com/jobs/view/project-market-data-analyst-ii-at-infosoft-inc-4101272492?trk=public_jobs_topcard-title,"Palo Alto, CA",5 hours ago,,,2024-12-17,$40.00/hr - $40.00/hr,Medical Equipment Manufacturing and Biotechnology Research,Project Market Data Analyst II,Analyst and Management,2.0,40.0,,,,BS,True,"['market research', 'data analysis', 'Power BI', 'project management', 'survey design', 'financial statements', 'communication']"
436,77 applicants,EXTERNAL,https://dsp.prng.co/L6wUCNb,,1666.0,Intuit,https://www.linkedin.com/company/intuit?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100025569,https://www.linkedin.com/jobs/view/senior-business-data-analyst-at-intuit-4100025569?trk=public_jobs_topcard-title,"Mountain View, CA",3 days ago,,,2024-12-13,,Software Development,Senior Business Data Analyst,Information Technology,5.0,,,,,MS,False,"['web analytics', 'A/B testing', 'causal inference', 'SQL', 'Python', 'R', 'data visualization', 'data manipulation', 'big data', 'machine learning', 'data storytelling']"
437,Be among the first 25 applicants,EXTERNAL,https://www.techcareers.com/job.asp?id=2757008465&aff=5F88FB33-7ECC-414D-823B-00B1224EBD09,,67765.0,City of Lakeland,https://www.linkedin.com/company/city-of-lakeland?trk=public_jobs_topcard-org-name,Part-time,Entry level,4102803432,https://www.linkedin.com/jobs/view/utilities-data-analyst-ii-lakeland-electric-at-city-of-lakeland-4102803432?trk=public_jobs_topcard-title,"Lakeland, FL",7 hours ago,,,2024-12-17,$457.00/hr - $457.00/hr,IT Services and IT Consulting,Utilities Data Analyst II - Lakeland Electric,Information Technology,4.0,,,,,BS,False,"['data analysis', 'report writing', 'budget management', 'cost tracking', 'Maximo software', 'Microsoft Office', 'accounting methods']"
438,78 applicants,EXTERNAL,https://statejobsny.com/public/vacancyDetailsView.cfm?id=175730,,276385.0,New York State Department of Health,https://www.linkedin.com/company/nysdoh?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102095820,https://www.linkedin.com/jobs/view/data-analyst-2-95087-at-new-york-state-department-of-health-4102095820?trk=public_jobs_topcard-title,"Albany, NY",7 hours ago,,,2024-12-17,"$84,156.00/yr - $106,454.00/yr",Public Health,Data Analyst 2 - 95087,General Business,3.0,,,,,BS,False,"['data visualization', 'statistical models', 'data mining', 'predictive analytics', 'tableau visualization']"
439,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=4a7cacbcbc18&source=linkedin-premium-1&utm_source=partner&pos=369354&utm_medium=linkedin-premium-1&puid=3decgadf3de9gadd3aefgaddgadefadd3aeefadd3def8dd8eed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3dedfdd7gddb2de7bddaadd9aed33de9cddgged32ee37ddcbddaeed3ded33ee39ddc8ddbaed3aed33degfed33dedcddcgdd82dee&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101558605,https://www.linkedin.com/jobs/view/work-from-home-math-analyst-at-outlier-4101558605?trk=public_jobs_topcard-title,"Virginia, United States",2 hours ago,,,2024-12-17,$30.00/hr - $50.00/hr,Software Development,Work from Home Math Analyst,"Research, Analyst, and Information Technology",,30.0,50.0,,,BS,True,"['Math', 'AI', 'factuality', 'evaluation', 'communication']"
440,Be among the first 25 applicants,EXTERNAL,https://pru.wd5.myworkdayjobs.com/en-US/Careers/job/Newark-NJ-USA/Specialist\u002d\u002dData-Analytics_R-119305?source=linkedin,,1852.0,Prudential Financial,https://www.linkedin.com/company/prudential-financial?trk=public_jobs_topcard-org-name,Full-time,Entry level,4094025741,https://www.linkedin.com/jobs/view/specialist-data-analytics-at-prudential-financial-4094025741?trk=public_jobs_topcard-title,"Hartford, CT",6 days ago,Ramon Rodriguez Jr,https://www.linkedin.com/in/ramon-rodriguez-jr-350b40128,2024-12-11,"$97,300.00/yr - $144,900.00/yr",Financial Services,"Specialist, Data Analytics","Research, Analyst, and Information Technology",4.0,,,97300.0,144900.0,BS,True,"['data analysis', 'digital marketing', 'analytical solutions', 'data mining', 'trend analyses', 'forecasting', 'project management', 'communication']"
441,76 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/associate-data-quality-analyst-5521-at-metrostar-4093661433?trk=public_jobs_topcard-title,,83745.0,MetroStar,https://www.linkedin.com/company/metrostar-systems?trk=public_jobs_topcard-org-name,Full-time,Entry level,4093661433,https://www.linkedin.com/jobs/view/associate-data-quality-analyst-5521-at-metrostar-4093661433?trk=public_jobs_topcard-title,"Washington, DC",6 days ago,,,2024-12-10,,"Technology, Information and Internet",Associate Data Quality Analyst (5521),Information Technology,1.0,,,,,,False,"['data management', 'compliance assessment', 'data quality rules', 'data health reporting']"
442,Over 200 applicants,EXTERNAL,https://careers-constructconnect.icims.com/jobs/1558/content-data-analyst/job?mode=job&iis=Job+Posting&iisn=LinkedIn,,10516078.0,ConstructConnect,https://www.linkedin.com/company/constructconnect?trk=public_jobs_topcard-org-name,Full-time,Entry level,4095881357,https://www.linkedin.com/jobs/view/content-data-analyst-at-constructconnect-4095881357?trk=public_jobs_topcard-title,United States,6 days ago,,,2024-12-10,,Software Development,Content Data Analyst,Information Technology,2.0,,,,,BS,True,"['Business Intelligence', 'SQL', 'Python', 'Advanced analytics', 'Forecasting', 'Microsoft Excel', 'PowerQuery', 'PowerPivot', 'PowerBI', 'Process improvements', 'Communication', 'Teamwork']"
443,Be among the first 25 applicants,EXTERNAL,https://click.appcast.io/track/ld02rup-org?cs=4c&jg=65v4&bid=lUf2CslKyPxm6i440ZgUYA==,,3997420.0,Cox Automotive Inc.,https://www.linkedin.com/company/cox-automotive-inc-?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098055374,https://www.linkedin.com/jobs/view/business-intelligence-analyst-i-at-cox-automotive-inc-4098055374?trk=public_jobs_topcard-title,"Burlington, VT",5 days ago,,,2024-12-11,"$53,200.00/yr - $79,800.00/yr",Software Development,Business Intelligence Analyst I,"Research, Analyst, and Information Technology",4.0,,,53200.0,79800.0,BS,False,"['data analytics', 'visualization tools', 'SQL', 'Excel', 'statistical analysis', 'report design', 'data synthesis']"
444,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-analyst-w2-only-at-on-demand-group-4099909655?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)
Disability insurance",266132.0,On-Demand Group,https://www.linkedin.com/company/on-demand-group?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4099909655,https://www.linkedin.com/jobs/view/senior-data-analyst-w2-only-at-on-demand-group-4099909655?trk=public_jobs_topcard-title,Greater Minneapolis-St. Paul Area,3 days ago,,,2024-12-13,$58.00/hr - $63.00/hr,"Information Technology & Services, Retail Pharmacies, and Hospitals and Health Care",Senior Data Analyst (W2 Only),Information Technology,5.0,58.0,63.0,,,BS,False,"['SQL', 'data visualization', 'data structures', 'algorithms', 'statistical methods', 'Python', 'R', 'user interfaces', 'systems development', 'Hadoop', 'relational databases', 'data analysis', 'database design', 'Data Lake', 'Data Warehouse', 'BI', 'communication', 'organizational skills']"
